Serial Number,Name,Paid for the Course,Age,City,Education,Domain,Channel Name
5694,Allison Rodriguez,0,28,Jodhpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5695,Robin Hernandez,0,37,Gulbarga,B.Com,Other,Channel 2
5696,Betty Matthews,0,42,Bangalore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
5697,Kendra Merritt,0,17,Thiruvananthapuram,B.Com,Other,Channel 1
5698,Jason Mcdaniel,0,45,Mumbai,B.SC,Data Science/Data Analysis/Business Intelligence,Channel 5
5699,Heidi Valencia,0,21,Jabalpur,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5700,Donna Perez,0,26,Siliguri,B.Com,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 2
5701,Alicia Mccormick MD,0,30,Vadodara,B.Com,Other,Channel 2
5702,Courtney Barnes,0,32,Bhilai,Engineering,Teaching/Educators,Channel 2
5703,Dustin Rich,0,42,Bangalore,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
5704,Noah Ballard,0,18,Gwalior,Engineering,Teaching/Educators,Channel 1
5705,Rebecca Gray,0,36,Guwahati,B.SC,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
5706,Tina Monroe,0,42,Mumbai,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 5
5707,Michele Smith,0,32,Tiruchirappalli,B.SC,Other,Channel 2
5708,Shelby Allen,0,42,Hyderabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
5709,Erin Wilson,0,26,Gulbarga,Engineering,Pharma/Medical/Biotech/Healthcare,Channel 2
5710,Steve Sanchez,0,43,Bangalore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
5711,Stacy Johnson,0,26,Mysore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5712,Shelly Williams MD,0,19,Aurangabad,Engineering,Other,Channel 1
5713,Jacob Pearson,0,37,Visakhapatnam,Engineering,Sales/Business Development/Legal,Channel 2
5714,Roger Zamora,0,18,Agra,BBA,Teaching/Educators,Channel 1
5715,Denise Larsen,0,30,Rajahmundry,Engineering,Sales/Business Development/Legal,Channel 2
5716,Stephanie Robinson,1,36,Aligarh,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
5717,Brian Hamilton,0,43,Hyderabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
5718,Stacey Clayton,0,32,Mathura,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
5719,Ryan Davis,0,33,Thrissur,B.SC,Other,Channel 2
5720,Janet Garcia,0,20,Erode,Engineering,Other,Channel 1
5721,Sherry Wheeler,0,45,Mumbai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
5722,Claudia Brown,0,33,Mysore,Engineering,Sales/Business Development/Legal,Channel 2
5723,Patricia George,0,19,Bilaspur,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 1
5724,Ryan Walsh,0,31,Amritsar,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
5725,Eric Martin,0,21,Gulbarga,B.Com/BBM/BBA/MBA/Management & others,Sales/Business Development/Legal,Channel 1
5726,Evan Jackson,0,18,Madurai,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
5727,Mrs. Rhonda Rogers DVM,0,41,Hyderabad,B.SC,Other,Channel 5
5728,William Payne,0,23,Visakhapatnam,BBA,Admin/Data Entry/Secretary/Front Office,Channel 1
5729,Laurie Hogan,0,21,Hubli–Dharwad,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5730,Elizabeth Pope,0,24,Thrissur,BBA,Core Engineering/R&D,Channel 1
5731,Ryan Cross,1,36,Pune,Engineering,Teaching/Educators,Channel 5
5732,Timothy Holt,0,44,Durgapur,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 5
5733,Kathy Silva,0,24,Guwahati,Engineering,Core Engineering/R&D,Channel 1
5734,Kimberly Arnold,0,42,Delhi,Engineering,BPO/KPO/Customer Service/ITES,Channel 3
5735,Joseph Graham,0,27,Kolhapur,Engineering,Teaching/Educators,Channel 1
5736,Casey Garcia,0,33,Belgaum,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5737,Ronnie Macias,0,22,Kozhikode,B.Com,Core Engineering/R&D,Channel 1
5738,Stacy Howell,0,18,Bhiwandi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5739,Charles Turner,0,19,Ujjain,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5740,Jonathan Cobb,0,33,Mathura,B.Com,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
5741,Shari Miller,0,24,Nashik,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5742,Dana Miller,1,20,Bangalore,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5743,Ricky Price,0,40,Chennai,Engineering,Other,Channel 5
5744,Anna Morrow,0,25,Vadodara,B.Com,Sales/Business Development/Legal,Channel 2
5745,Brian Gray,0,35,Gwalior,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5746,Sue Walters,0,24,Rajkot,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5747,Anne Mcguire,0,20,Meerut,Engineering,Teaching/Educators,Channel 1
5748,Jennifer Mcpherson,0,26,Jodhpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5749,Thomas Hammond,0,19,Thrissur,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5750,Jennifer Lopez,0,41,Mumbai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
5751,Steven Wright,0,41,Kolkata,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 3
5752,Robert Wagner,0,42,Ahmedabad,Engineering,BPO/KPO/Customer Service/ITES,Channel 3
5753,Paul Wilcox,0,23,Mysore,BBM/MCA/MBA/Management & Others,Other,Channel 1
5754,Rebecca Mccullough,0,19,Kurnool,Engineering,Sales/Business Development/Legal,Channel 1
5755,Kevin Cooke,0,40,Delhi,B.SC,Other,Channel 5
5756,David Dixon,0,24,Durgapur,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
5757,Jeffrey Carey,0,20,Meerut,B.SC,Teaching/Educators,Channel 1
5758,Christy Bryan,0,32,Kannur,BBA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5759,Amy Mcgrath,0,20,Aligarh,B.Com,Other,Channel 1
5760,Lawrence Acevedo,0,22,Nanded,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5761,Thomas Hill,0,35,Asansol,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
5762,Stephen Evans,0,42,Pune,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5763,Matthew Moreno,0,45,Pune,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 5
5764,Richard Stevens,0,45,Pune,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 4
5765,Michael Williams,0,24,Thrissur,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 1
5766,David Carter,0,41,Pune,B.Com,BPO/KPO/Customer Service/ITES,Channel 5
5767,Beth Garner,0,31,Mathura,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5768,Kimberly Brown,0,19,Coimbatore,B.SC,Other,Channel 1
5769,Krystal Gray,0,44,Ahmedabad,Engineering,Other,Channel 3
5770,Stephanie Weiss,0,40,Hyderabad,Engineering,Sales/Business Development/Legal,Channel 5
5771,Justin Beck,0,45,Hyderabad,BBM/MCA/MBA/Management & Others,Admin/Data Entry/Secretary/Front Office,Channel 5
5772,Larry Tapia,1,37,Erode,Engineering,Other,Channel 5
5773,Victor Stewart,0,28,Vellore,Engineering,Other,Channel 1
5774,Loretta Green,0,34,Rourkela,Engineering,Core Engineering/R&D,Channel 2
5775,Melissa Brown,0,25,Coimbatore,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
5776,Deborah Lam,0,44,Pune,Engineering,Teaching/Educators,Channel 3
5777,Yvonne Thompson,0,41,Bangalore,B.Com,Data Science/Data Analysis/Business Intelligence,Channel 3
5778,Tara Galvan,0,42,Ahmedabad,Engineering,Sales/Business Development/Legal,Channel 5
5779,Sarah Wright,0,28,Goa,B.SC,Other,Channel 1
5780,Sheryl Garcia,0,44,Mumbai,BBM/MCA/MBA/Management & Others,Other,Channel 5
5781,Sarah Sullivan,0,17,Noida,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5782,Molly Wilson,0,40,Pune,Engineering,Sales/Business Development/Legal,Channel 5
5783,Ashley Wells,0,40,Bangalore,Engineering,Other,Channel 4
5784,Christopher Foster,0,30,Hyderabad,B.Com/BBM/BBA/MBA/Management & others,Social Media Influencers,Channel 2
5785,Jessica Scott,0,44,Ahmedabad,Engineering,Other,Channel 5
5786,Randy Wright,0,18,Bareilly,BBM/MCA/MBA/Management & Others,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
5787,Michael Carpenter,0,43,Chennai,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 4
5788,Pamela Mitchell,0,41,Bangalore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
5789,Brian King,0,21,Coimbatore,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5790,Jesse Tapia,0,25,Kanpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5791,Lindsay White,0,44,Bangalore,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 3
5792,Valerie Dominguez,0,24,Amritsar,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
5793,Dillon Hayes,0,41,Ahmedabad,B.SC,Data Science/Data Analysis/Business Intelligence,Channel 2
5794,Lori Johnson,0,31,Bijapur,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5795,Keith Trujillo,0,21,Nellore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5796,Molly Merritt,0,31,Aligarh,Engineering,Teaching/Educators,Channel 2
5797,Joyce Brady,0,43,Goa,Engineering,Teaching/Educators,Channel 5
5798,Julie Dillon,0,42,Bikaner,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
5799,Ashley Turner,0,40,Kolkata,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
5800,Shelley Ortiz,0,42,Chandigarh,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
5801,William Ellis,0,19,Coimbatore,B.SC,Other,Channel 1
5802,Michael Williams,0,33,Coimbatore,B.Com,Other,Channel 2
5803,Julie Reed,0,35,Kolhapur,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5804,Shannon Price,0,32,Bareilly,B.Com/BBM/BBA/MBA/Management & others,Admin/Data Entry/Secretary/Front Office,Channel 2
5805,Dr. Keith Thompson MD,0,34,Jammu,BBM/MCA/MBA/Management & Others,Admin/Data Entry/Secretary/Front Office,Channel 2
5806,James Campbell,0,42,Bangalore,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
5807,Lindsey Murphy,0,31,Varanasi,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5808,Laura Williams,0,24,Jaipur,BBM/MCA/MBA/Management & Others,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
5809,Carla Reyes,0,21,Bikaner,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 1
5810,Ashley Harper,0,24,Thiruvananthapuram,BCA,Teaching/Educators,Channel 1
5811,Anthony Gordon,0,42,Bangalore,B.Com,Core Engineering/R&D,Channel 4
5812,Cynthia House,0,35,Nellore,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5813,Bethany Contreras,0,26,Mysore,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5814,Sarah Obrien DDS,0,36,Surat,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5815,Elizabeth Foster MD,0,26,Gwalior,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5816,Lisa Hill,0,40,Delhi,B.Com,Sales/Business Development/Legal,Channel 5
5817,Pamela Knox,0,30,Amritsar,Engineering,Core Engineering/R&D,Channel 2
5818,James Weber,0,28,Durgapur,BBM/MCA/MBA/Management & Others,Social Media Influencers,Channel 1
5819,Lisa Campbell,0,24,Bhilai,Engineering,Teaching/Educators,Channel 2
5820,Kimberly Jones,0,20,Mysore,B.Com,Sales/Business Development/Legal,Channel 1
5821,Patricia Mendoza,1,21,Chennai,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5822,Jasmine White,0,34,Jaipur,B.Com,Other,Channel 2
5823,Phillip Bradford,1,24,Mumbai,Engineering,Sales/Business Development/Legal,Channel 4
5824,Victor Reynolds,0,35,Bhilai,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5825,Billy Wright,0,21,Jaipur,B.Com,Other,Channel 1
5826,Mrs. Dana Smith MD,0,26,Nagpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5827,Stacy Little,0,24,Belgaum,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
5828,Christopher Stephenson,0,33,Rajkot,Engineering,Sales/Business Development/Legal,Channel 2
5829,Tyler Hawkins,0,28,Jodhpur,B.Com,BPO/KPO/Customer Service/ITES,Channel 1
5830,Ross Simmons,0,42,Pune,Engineering,Sales/Business Development/Legal,Channel 2
5831,Michelle Kelley,0,44,Ahmedabad,BBM/MCA/MBA/Management & Others,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 5
5832,Kathryn Torres,0,35,Madurai,Engineering,Other,Channel 2
5833,Tamara Robertson,0,42,Kolkata,BBM/MCA/MBA/Management & Others,Other,Channel 4
5834,Thomas Roberts,0,21,Kollam,Engineering,Core Engineering/R&D,Channel 1
5835,Jonathan Deleon,0,35,Hubli–Dharwad,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5836,Maria Evans,0,26,Bijapur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5837,Michael Howard,0,33,Vasai-Virar City,BCA,BPO/KPO/Customer Service/ITES,Channel 2
5838,Daniel Taylor,0,36,Kollam,Engineering,Other,Channel 2
5839,Geoffrey Potter,0,26,Guntur,B.Com/BBM/BBA/MBA/Management & others,Sales/Business Development/Legal,Channel 1
5840,Jordan Anderson,0,22,Aurangabad,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
5841,Christopher Bryant,0,18,Rourkela,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
5842,Kelly Kerr,0,43,Bangalore,B.SC,Sales/Business Development/Legal,Channel 5
5843,Tristan Butler,0,26,Sangli,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
5844,Austin Sanders,0,34,Surat,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5845,Erika Vargas,0,33,Bhilai,BBM/MCA/MBA/Management & Others,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
5846,Kelly Wolf,0,30,Bikaner,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5847,Michelle Ramirez,0,25,Moradabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5848,Heather Cox,0,24,Shimla,B.SC,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
5849,Melanie Benton,0,24,Jamnagar,Engineering,Other,Channel 1
5850,David Nelson,0,24,Dhanbad,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5851,Ann Williams,0,25,Ranchi,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5852,Dennis Myers,0,40,Mumbai,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
5853,William Richards,0,18,Solapur,BCA,Pharma/Medical/Biotech/Healthcare,Channel 1
5854,Stephanie Hunt,0,40,Bangalore,Engineering,Sales/Business Development/Legal,Channel 3
5855,Steven Moss,0,31,Belgaum,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5856,Stephen Mason,0,21,Solapur,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5857,Yvette Martin,0,21,Thrissur,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
5858,Aaron King,0,41,Kolkata,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
5859,Rebecca Ayers,0,40,Kolkata,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 5
5860,Brent Ward,0,27,Belgaum,Engineering,Teaching/Educators,Channel 1
5861,Hannah Freeman,0,28,Shimla,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 1
5862,Ricky Park,0,40,Ahmedabad,BBM/MCA/MBA/Management & Others,Hospitality/Travel,Channel 3
5863,Timothy Davis,0,27,Bhavnagar,B.SC,Sales/Business Development/Legal,Channel 2
5864,Sydney Fletcher,0,34,Bokaro Steel City,B.Com,Other,Channel 2
5865,Mark Collins,0,33,Noida,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5866,Bailey Koch,0,43,Pune,Engineering,Core Engineering/R&D,Channel 5
5867,Maria Brown,0,37,Kakinada,Engineering,BPO/KPO/Customer Service/ITES,Channel 2
5868,Jeremy Silva,0,45,Ahmedabad,Engineering,Other,Channel 5
5869,Marvin Smith,0,25,Kannur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
5870,Maria Aguirre,0,40,Chennai,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 3
5871,Gregory Burns,0,35,Bhiwandi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5872,David Contreras,0,44,Bangalore,B.SC,Teaching/Educators,Channel 3
5873,Cheryl Hamilton,0,19,Ranchi,Engineering,Sales/Business Development/Legal,Channel 1
5874,Mitchell Rodriguez,0,33,Mangalore,Engineering,Other,Channel 2
5875,Isaiah Harris,0,22,Jammu,B.Com,BPO/KPO/Customer Service/ITES,Channel 1
5876,Preston Robertson,0,43,Hyderabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
5877,James Martinez,0,43,Mumbai,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 3
5878,Carla Buchanan,0,40,Chennai,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 5
5879,Robert Bailey,0,45,Kolkata,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
5880,Susan Atkins,0,40,Chennai,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 3
5881,Norman Dawson,0,42,Mumbai,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 5
5882,Colleen Jones,0,41,Ahmedabad,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 2
5883,Patrick Figueroa,0,24,Meerut,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 1
5884,Michelle Hunt,0,37,Sangli,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5885,Jennifer Moss,0,27,Srinagar,Engineering,Other,Channel 1
5886,Christy Blankenship,0,28,Jodhpur,Engineering,Other,Channel 1
5887,Patrick Harding,0,35,Gulbarga,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5888,Gary Lopez,0,40,Ahmedabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
5889,Robert Gonzalez,0,36,Thiruvananthapuram,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
5890,Danny James,0,31,Agra,B.SC,Other,Channel 2
5891,Randall Bradley,0,21,Thiruvananthapuram,Engineering,Sales/Business Development/Legal,Channel 1
5892,Steven Ward,0,45,Hyderabad,B.Com,Sales/Business Development/Legal,Channel 5
5893,Brenda Romero,0,21,Nellore,B.SC,Other,Channel 1
5894,Courtney May,0,34,Raipur,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
